latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.78858,-73.966095,45.0,0,GMT,GMT

time,temperature_2m (°C),apparent_temperature (°C),precipitation (mm),weathercode (wmo code),visibility (m),windspeed_10m (km/h)
2023-07-11T03:00,23.2,23.0,0.00,0,37800.00,6.7
2023-07-11T04:00,22.5,22.3,0.00,0,33900.00,7.4
2023-07-11T05:00,21.3,21.7,0.00,0,27300.00,6.1
2023-07-11T06:00,20.7,21.3,0.00,0,24500.00,5.7
2023-07-11T07:00,20.5,21.6,0.00,2,22800.00,4.0
2023-07-11T08:00,19.7,19.9,0.00,0,22700.00,8.4
2023-07-11T09:00,18.9,19.5,0.00,0,20300.00,6.6
2023-07-11T10:00,18.6,18.9,0.00,0,20300.00,7.6
2023-07-11T11:00,20.6,20.9,0.00,0,24700.00,9.1
2023-07-11T12:00,22.4,22.5,0.00,0,28400.00,10.8
2023-07-11T13:00,24.5,25.0,0.00,0,31600.00,9.1
2023-07-11T14:00,26.7,28.5,0.00,0,36100.00,8.1
2023-07-11T15:00,28.7,31.1,0.00,0,41900.00,8.6
2023-07-11T16:00,30.3,32.9,0.00,0,45800.00,9.6
2023-07-11T17:00,31.1,33.0,0.00,1,48500.00,11.6
2023-07-11T18:00,31.7,33.0,0.00,1,51200.00,11.9
2023-07-11T19:00,32.3,33.8,0.00,0,54000.00,9.9
2023-07-11T20:00,32.5,33.2,0.00,0,55500.00,9.7
2023-07-11T21:00,32.4,32.6,0.00,1,54700.00,9.9
2023-07-11T22:00,31.5,31.1,0.00,1,52600.00,13.4
2023-07-11T23:00,30.8,30.5,0.00,0,51200.00,13.3
2023-07-12T00:00,29.2,29.2,0.00,0,47100.00,10.5
2023-07-12T01:00,27.3,27.6,0.00,0,40200.00,10.0
2023-07-12T02:00,25.9,26.5,0.00,0,36300.00,8.4
2023-07-12T03:00,24.8,25.2,0.00,0,34900.00,7.4
2023-07-12T04:00,23.6,24.1,0.00,0,32100.00,7.0
2023-07-12T05:00,22.7,23.4,0.00,0,24500.00,10.0
2023-07-12T06:00,22.3,22.9,0.00,0,22800.00,11.3
2023-07-12T07:00,21.7,22.5,0.00,0,21100.00,10.0
2023-07-12T08:00,21.1,22.3,0.00,0,18700.00,8.7
2023-07-12T09:00,20.4,22.0,0.00,0,17000.00,7.1
2023-07-12T10:00,20.2,21.7,0.00,0,16000.00,7.9
2023-07-12T11:00,22.2,24.0,0.00,0,17500.00,9.2
2023-07-12T12:00,24.7,26.6,0.00,0,21800.00,10.2
2023-07-12T13:00,27.2,29.2,0.00,0,27200.00,10.5
2023-07-12T14:00,29.6,32.1,0.00,0,34800.00,11.5
2023-07-12T15:00,32.0,34.2,0.00,0,47500.00,12.6
2023-07-12T16:00,33.2,34.2,0.00,0,56200.00,15.3
2023-07-12T17:00,33.9,34.5,0.00,0,60700.00,16.2
2023-07-12T18:00,34.5,35.3,0.00,3,63100.00,14.5
2023-07-12T19:00,34.5,34.6,0.00,3,61500.00,12.8
2023-07-12T20:00,32.6,31.9,0.00,3,53400.00,17.7
2023-07-12T21:00,31.9,32.3,0.00,1,42700.00,18.1
2023-07-12T22:00,31.2,31.6,0.00,0,40300.00,18.1
2023-07-12T23:00,30.3,31.3,0.00,0,36800.00,15.3
2023-07-13T00:00,28.8,30.0,0.00,0,36000.00,12.1
2023-07-13T01:00,30.4,30.7,0.00,0,24140.00,7.3
2023-07-13T02:00,29.7,30.4,0.00,3,24140.00,8.9
2023-07-13T03:00,28.9,29.3,0.00,2,24140.00,11.5
2023-07-13T04:00,28.0,28.9,0.00,3,24140.00,11.3
2023-07-13T05:00,27.1,28.1,0.00,3,24140.00,11.9
2023-07-13T06:00,26.5,27.8,0.00,3,24140.00,10.7
2023-07-13T07:00,25.9,27.2,0.00,3,24140.00,10.0
2023-07-13T08:00,25.6,27.0,0.00,3,24140.00,8.8
2023-07-13T09:00,25.4,27.0,0.00,3,24140.00,8.0
2023-07-13T10:00,25.3,27.0,0.00,3,24140.00,10.2
2023-07-13T11:00,25.7,27.2,0.00,3,24140.00,13.1
2023-07-13T12:00,25.7,27.5,0.00,3,24140.00,12.9
2023-07-13T13:00,27.1,28.3,0.00,3,24140.00,16.1
2023-07-13T14:00,29.1,30.2,0.00,3,24140.00,15.8
2023-07-13T15:00,27.3,28.6,0.00,3,24140.00,15.4
2023-07-13T16:00,30.6,33.3,0.00,1,24140.00,14.1
2023-07-13T17:00,33.0,35.6,0.00,0,24140.00,15.6
2023-07-13T18:00,34.5,36.5,0.00,0,24140.00,17.5
2023-07-13T19:00,34.8,35.8,0.00,0,24140.00,22.1
2023-07-13T20:00,34.1,35.2,0.00,0,24140.00,20.2
2023-07-13T21:00,34.0,34.9,0.00,0,24140.00,16.6
2023-07-13T22:00,33.9,34.5,0.00,0,24140.00,14.8
2023-07-13T23:00,34.6,34.4,0.00,0,24140.00,15.6
2023-07-14T00:00,32.9,33.1,0.00,0,24140.00,17.4
2023-07-14T01:00,30.9,31.0,0.00,3,24140.00,22.5
2023-07-14T02:00,29.8,30.6,0.00,3,24140.00,20.4
2023-07-14T03:00,29.1,30.6,0.00,3,24140.00,16.5
2023-07-14T04:00,28.4,29.6,0.00,3,24140.00,17.6
2023-07-14T05:00,26.3,28.6,0.90,53,13840.00,13.9
2023-07-14T06:00,25.5,29.3,0.20,51,24140.00,4.9
2023-07-14T07:00,24.9,28.1,0.20,51,24140.00,9.9
2023-07-14T08:00,24.8,28.8,0.00,3,24140.00,4.3
2023-07-14T09:00,24.7,28.3,0.00,3,24140.00,7.3
2023-07-14T10:00,24.0,26.5,0.20,51,17000.00,15.2
2023-07-14T11:00,23.4,26.4,3.70,81,13720.00,12.8
2023-07-14T12:00,24.6,27.3,0.10,51,24140.00,15.4
2023-07-14T13:00,24.3,27.5,0.00,3,24140.00,12.0
2023-07-14T14:00,26.3,29.2,0.00,3,24140.00,13.7
2023-07-14T15:00,28.1,31.0,0.00,3,24140.00,14.5
2023-07-14T16:00,29.9,32.8,0.00,2,24140.00,13.6
2023-07-14T17:00,31.4,34.1,0.30,51,15400.00,18.2
2023-07-14T18:00,32.4,34.4,0.10,51,24140.00,18.8
2023-07-14T19:00,32.3,33.5,0.00,3,24140.00,16.5
2023-07-14T20:00,32.0,33.6,0.00,3,24140.00,12.9
2023-07-14T21:00,31.5,33.0,0.00,3,24140.00,15.6
2023-07-14T22:00,29.8,31.9,0.00,3,24140.00,14.2
2023-07-14T23:00,30.6,33.1,0.10,51,19460.00,10.9
2023-07-15T00:00,28.3,31.7,0.20,51,16680.00,8.0
2023-07-15T01:00,27.3,31.2,0.40,51,24140.00,8.0
2023-07-15T02:00,26.7,30.6,0.00,3,24140.00,8.4
2023-07-15T03:00,26.5,30.4,0.00,3,24140.00,7.9
2023-07-15T04:00,26.2,30.1,0.00,3,24140.00,7.4
2023-07-15T05:00,25.9,29.8,0.00,0,24140.00,7.1
2023-07-15T06:00,25.7,29.7,0.00,3,24140.00,5.4
2023-07-15T07:00,25.5,29.5,0.00,3,24140.00,5.4
2023-07-15T08:00,25.1,29.3,0.10,51,24140.00,4.6
2023-07-15T09:00,25.0,29.3,0.00,3,24140.00,3.8
2023-07-15T10:00,25.1,29.4,0.00,3,24140.00,3.4
2023-07-15T11:00,25.6,29.8,0.00,3,24140.00,4.3
2023-07-15T12:00,26.4,30.1,0.00,3,24140.00,7.6
2023-07-15T13:00,26.1,30.3,0.00,3,24140.00,4.9
2023-07-15T14:00,26.0,30.0,0.30,51,13880.00,5.8
2023-07-15T15:00,25.2,27.3,2.90,81,10700.00,20.8
2023-07-15T16:00,24.2,27.3,0.40,51,24140.00,12.3
2023-07-15T17:00,25.3,26.9,0.00,3,24140.00,16.4
2023-07-15T18:00,27.4,29.4,0.60,53,24140.00,16.7
2023-07-15T19:00,27.5,29.2,0.00,3,24140.00,16.3
2023-07-15T20:00,27.2,28.6,0.00,3,24140.00,16.3
2023-07-15T21:00,27.0,28.6,0.00,3,24140.00,16.6
2023-07-15T22:00,27.2,29.1,0.00,2,24140.00,15.5
2023-07-15T23:00,27.5,29.6,0.00,1,24140.00,13.4
2023-07-16T00:00,27.5,30.0,0.00,1,24140.00,12.0
2023-07-16T01:00,27.1,29.9,0.00,1,24140.00,11.6
2023-07-16T02:00,26.5,29.4,0.00,1,24140.00,11.6
2023-07-16T03:00,25.9,29.2,0.00,2,24140.00,10.4
2023-07-16T04:00,25.6,29.5,0.20,51,24140.00,7.6
2023-07-16T05:00,25.4,30.0,0.20,51,24140.00,4.4
2023-07-16T06:00,25.2,30.1,0.20,51,24140.00,3.3
2023-07-16T07:00,25.0,29.9,0.00,3,24140.00,3.1
2023-07-16T08:00,24.9,29.6,0.00,3,24140.00,3.3
2023-07-16T09:00,24.8,29.4,0.00,3,24140.00,4.4
2023-07-16T10:00,24.8,29.2,0.00,3,24140.00,5.3
2023-07-16T11:00,24.8,29.0,0.00,3,24140.00,5.9
2023-07-16T12:00,25.3,29.6,0.00,3,24140.00,5.9
2023-07-16T13:00,26.6,31.2,0.70,53,19700.00,4.7
2023-07-16T14:00,28.4,33.3,0.70,53,15240.00,2.4
2023-07-16T15:00,30.1,36.2,0.70,53,10800.00,0.5
2023-07-16T16:00,31.8,38.4,0.10,51,15240.00,2.2
2023-07-16T17:00,33.3,39.3,0.10,51,19700.00,5.0
2023-07-16T18:00,34.2,39.3,0.10,51,24140.00,6.6
2023-07-16T19:00,34.1,38.1,0.00,3,24140.00,6.8
2023-07-16T20:00,33.3,35.8,0.00,3,24140.00,7.9
2023-07-16T21:00,32.5,34.7,0.00,3,24140.00,9.3
2023-07-16T22:00,32.0,34.2,0.00,3,24140.00,9.8
2023-07-16T23:00,31.4,33.6,0.00,3,24140.00,9.7
2023-07-17T00:00,30.7,33.3,0.00,3,24140.00,9.0
2023-07-17T01:00,30.0,32.9,0.00,3,24140.00,7.8
2023-07-17T02:00,29.1,32.5,0.00,3,24140.00,7.1
2023-07-17T03:00,28.3,31.9,0.00,2,24140.00,6.9
2023-07-17T04:00,27.6,31.0,0.00,2,24140.00,7.9
2023-07-17T05:00,26.9,30.1,0.00,2,24140.00,9.0
2023-07-17T06:00,26.2,29.1,0.00,1,24140.00,9.9
2023-07-17T07:00,25.3,28.1,0.30,51,23180.00,9.6
2023-07-17T08:00,24.3,27.3,0.30,51,22200.00,8.2
2023-07-17T09:00,23.8,26.7,0.30,51,21240.00,7.7
2023-07-17T10:00,23.9,26.5,0.10,51,22200.00,8.4
2023-07-17T11:00,24.4,26.6,0.10,51,23180.00,9.7
2023-07-17T12:00,25.4,27.4,0.10,51,24140.00,10.0
2023-07-17T13:00,27.1,29.2,0.00,1,24140.00,9.7
2023-07-17T14:00,29.2,31.4,0.00,0,24140.00,9.4
2023-07-17T15:00,31.0,34.2,0.00,0,24140.00,8.3
2023-07-17T16:00,32.4,36.3,0.00,1,24140.00,7.1
2023-07-17T17:00,33.5,37.1,0.00,1,24140.00,9.8
2023-07-17T18:00,33.7,36.8,0.00,1,24140.00,14.4
2023-07-17T19:00,32.7,35.4,0.80,53,21680.00,19.3
2023-07-17T20:00,30.9,33.2,0.80,53,19220.00,24.4
2023-07-17T21:00,29.4,31.2,0.80,53,16760.00,25.2
2023-07-17T22:00,28.6,31.5,1.70,80,19220.00,18.0
2023-07-17T23:00,28.1,32.4,1.70,80,21680.00,9.5
